2.00000000e+00 1.30800000e+03 1.98090434e+00
4.00000000e+00 1.30800000e+03 2.27260590e-03
7.00000000e+00 2.16000000e+02 7.05957413e-03
8.00000000e+00 2.41000000e+02 3.90176773e-02
9.00000000e+00 1.03000000e+02 3.05891037e-04
1.20000000e+01 7.50000000e+01 8.67128372e-04
1.30000000e+01 7.30000000e+01 1.19614601e-03
3.20000000e+01 7.30000000e+01 3.14474106e-03
3.30000000e+01 7.20000000e+01 1.17468834e-03
3.90000000e+01 1.11000000e+02 7.01536655e-01
5.80000000e+01 7.20000000e+01 1.30581856e-03
5.90000000e+01 7.20000000e+01 1.12438202e-03
6.10000000e+01 1.10000000e+02 3.01151991e-01
8.00000000e+01 7.20000000e+01 1.69610977e-03
8.40000000e+01 8.80000000e+01 7.01958895e-01
1.03000000e+02 7.30000000e+01 1.37805939e-03
1.04000000e+02 7.30000000e+01 1.18517876e-03
1.06000000e+02 8.00000000e+01 3.01152945e-01
1.25000000e+02 7.30000000e+01 1.64723396e-03
1.27000000e+02 8.90000000e+01 7.01465368e-01
