4.360e+02 2.350e+02 3.992e+02 1.385e+03 8.923e-03 0.000e+00 2.100e-04 0.000e+00 3.477e-02 7.100e+01 1.385e+03 0.000e+00 2.000e+01 0.000e+00
2.939e+02 2.310e+02 2.631e+02 9.084e+02 8.330e-03 0.000e+00 1.841e-04 0.000e+00 3.487e-02 7.100e+01 9.150e+02 0.000e+00 2.000e+01 0.000e+00
2.649e+02 1.455e+02 2.749e+02 9.084e+02 2.607e-04 0.000e+00 1.554e-04 0.000e+00 3.719e-04 7.100e+01 9.150e+02 0.000e+00 2.000e+01 0.000e+00
1.814e+02 7.200e+01 2.060e+02 5.379e+02 3.003e-04 0.000e+00 1.401e-04 0.000e+00 4.605e-04 7.100e+01 9.150e+02 0.000e+00 2.000e+01 0.000e+00
1.015e+02 7.300e+01 7.475e+01 2.328e+02 1.791e-04 0.000e+00 9.942e-05 0.000e+00 3.051e-04 7.100e+01 3.610e+02 0.000e+00 2.000e+01 0.000e+00
1.020e+02 7.300e+01 7.455e+01 2.328e+02 1.662e-04 0.000e+00 9.894e-05 0.000e+00 3.041e-04 7.100e+01 3.610e+02 0.000e+00 2.000e+01 0.000e+00
9.505e+01 7.300e+01 6.951e+01 2.328e+02 1.105e-03 0.000e+00 1.045e-04 0.000e+00 3.812e-03 7.300e+01 3.610e+02 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.022e-03 0.000e+00 8.500e-05 0.000e+00 3.820e-03 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.029e-03 0.000e+00 9.346e-05 0.000e+00 3.818e-03 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.035e-03 0.000e+00 9.096e-05 0.000e+00 3.817e-03 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 9.370e-05 0.000e+00 7.403e-05 0.000e+00 6.486e-05 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.281e-04 0.000e+00 9.906e-05 0.000e+00 8.073e-05 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 4.331e-04 0.000e+00 1.720e-04 0.000e+00 9.955e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 4.454e-04 0.000e+00 1.986e-04 0.000e+00 9.918e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 4.520e-04 0.000e+00 2.041e-04 0.000e+00 9.895e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 4.603e-04 0.000e+00 1.985e-04 0.000e+00 9.896e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.844e-04 0.000e+00 1.525e-04 0.000e+00 1.198e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.656e-04 0.000e+00 1.097e-04 0.000e+00 1.173e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.582e-04 0.000e+00 1.011e-04 0.000e+00 1.181e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.219e-04 0.000e+00 9.644e-05 0.000e+00 8.270e-05 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 9.899e-05 0.000e+00 9.394e-05 0.000e+00 3.184e-05 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.922e-04 0.000e+00 9.704e-05 0.000e+00 2.909e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.862e-04 0.000e+00 8.750e-05 0.000e+00 2.929e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.300e+01 7.300e+01 0.000e+00 7.300e+01 1.800e-04 0.000e+00 8.559e-05 0.000e+00 2.951e-04 7.300e+01 7.300e+01 0.000e+00 2.000e+01 0.000e+00
7.325e+01 7.300e+01 4.330e-01 7.400e+01 1.694e-04 0.000e+00 7.296e-05 0.000e+00 2.977e-04 7.300e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.350e+01 7.350e+01 5.000e-01 7.400e+01 7.325e-05 0.000e+00 6.449e-05 0.000e+00 3.115e-05 7.300e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.375e+01 7.400e+01 4.330e-01 7.400e+01 8.016e-05 0.000e+00 6.199e-05 0.000e+00 3.864e-05 7.300e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
8.925e+01 7.400e+01 6.763e+01 8.950e+01 9.470e-05 0.000e+00 7.796e-05 0.000e+00 5.141e-05 6.900e+01 3.840e+02 0.000e+00 2.000e+01 0.000e+00
8.925e+01 7.400e+01 6.763e+01 8.950e+01 9.865e-05 0.000e+00 8.047e-05 0.000e+00 5.149e-05 6.900e+01 3.840e+02 0.000e+00 2.000e+01 0.000e+00
8.925e+01 7.400e+01 6.763e+01 8.950e+01 1.057e-04 0.000e+00 1.050e-04 0.000e+00 5.309e-05 6.900e+01 3.840e+02 0.000e+00 2.000e+01 0.000e+00
8.925e+01 7.400e+01 6.763e+01 8.950e+01 1.095e-04 0.000e+00 1.090e-04 0.000e+00 5.087e-05 6.900e+01 3.840e+02 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.006e-04 0.000e+00 8.953e-05 0.000e+00 4.304e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.125e-04 0.000e+00 1.090e-04 0.000e+00 5.435e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.192e-04 0.000e+00 1.090e-04 0.000e+00 6.603e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.139e-04 0.000e+00 9.394e-05 0.000e+00 6.846e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.904e-04 0.000e+00 1.315e-04 0.000e+00 1.716e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.810e-04 0.000e+00 1.240e-04 0.000e+00 1.709e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.680e-04 0.000e+00 1.069e-04 0.000e+00 1.713e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.784e-04 0.000e+00 1.135e-04 0.000e+00 1.744e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 9.941e-05 0.000e+00 7.904e-05 0.000e+00 6.201e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 9.550e-05 0.000e+00 7.904e-05 0.000e+00 6.198e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.268e-04 0.000e+00 9.298e-05 0.000e+00 1.219e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.233e-04 0.000e+00 9.394e-05 0.000e+00 1.136e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.197e-04 0.000e+00 8.392e-05 0.000e+00 1.148e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.194e-04 0.000e+00 7.153e-05 0.000e+00 1.160e-04 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.059e-04 0.000e+00 7.701e-05 0.000e+00 7.050e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.019e-04 0.000e+00 7.653e-05 0.000e+00 7.136e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.116e-04 0.000e+00 9.036e-05 0.000e+00 6.872e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.222e-04 0.000e+00 1.041e-04 0.000e+00 6.616e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.124e-04 0.000e+00 9.942e-05 0.000e+00 4.388e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.143e-04 0.000e+00 1.041e-04 0.000e+00 4.189e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.081e-04 0.000e+00 1.000e-04 0.000e+00 4.655e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 9.800e-05 0.000e+00 8.845e-05 0.000e+00 4.379e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 8.690e-05 0.000e+00 6.640e-05 0.000e+00 3.933e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 9.029e-05 0.000e+00 7.141e-05 0.000e+00 4.555e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 8.750e-05 0.000e+00 6.902e-05 0.000e+00 4.351e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 8.664e-05 0.000e+00 7.057e-05 0.000e+00 4.374e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 8.880e-05 0.000e+00 7.343e-05 0.000e+00 4.420e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 8.050e-05 0.000e+00 7.951e-05 0.000e+00 2.558e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.021e-04 0.000e+00 9.739e-05 0.000e+00 4.212e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
7.400e+01 7.400e+01 0.000e+00 7.400e+01 1.396e-04 0.000e+00 1.125e-04 0.000e+00 9.890e-05 7.400e+01 7.400e+01 0.000e+00 2.000e+01 0.000e+00
